,X,п..id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1437,1437,1235536988721344512,1583409947,2020-03-05 12:05:47,fln972,RT @m_double_v: les autres pays : *Cherchent des remГЁdes contre le coronavirus*  La france : *Tuto pour se laver les mains*,low,NA,NA,NA,NA,0,0,fr,,NA,1235241091546451968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,1127172103189467136,okay,0,рџ‡єрџ‡¦рџ‡Ірџ‡¶,https://www.instagram.com/972.___/,http://pbs.twimg.com/profile_images/1232399235544473600/Xmxacgmw_normal.jpg,NA,NA,NA,32823,905,789,54588,1,NA,2019-05-11 11:22:26
14114,14114,1235538762735599616,1583410370,2020-03-05 12:12:50,frLarousse2,"RT @howroute: Houston, Texas - First case of presumptive positive #coronavirus confirmed in Fort Bend County. The patient is a maвЂ¦ https://t.co/v3F1jjyqp9",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",United States of America,NA,NA,62147616,frLarousse2,0,#MAGA  #Trump2020 #KAG2020 #NotTiredOfWinning!,,http://pbs.twimg.com/profile_images/343464421/I_Serve_3_Meals_normal.jpg,NA,NA,NA,480878,4446,4784,247571,139,NA,2009-08-01 23:52:36
6041,6041,1235537631364161536,1583410101,2020-03-05 12:08:21,iamlilyellla,RT @xsqoof: i bet yвЂ™all notice how the coronavirus only started spreading after north korea say they had a вЂњgiftвЂќ for us.. https://t.co/nIASQEY1E0,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Los Angeles, CA",NA,NA,834669631965126656,Lil YellaвљЎпёЏ$11 onlyfans рџЌ­,0,Irregular & Irreplaceable #bagwinnR рџЊ№ ONLY TWITTER & No Instagram ~ JOIN my Onlyfans for exclusive content of yella рџ’¦рџҐµ,https://onlyfans.com/iamlilyellaxxx,http://pbs.twimg.com/profile_images/1209938763838894080/oa21KCH6_normal.jpg,NA,NA,NA,37520,28590,803,51321,54,NA,2017-02-23 07:42:02
46848,46848,1268877984238383104,1591359060,2020-06-05 12:11:00,searchblox,#kaggle #data #challenge #covid19 #coronavirus #covid-19 #search #dataanalytics #datascience #chatbot #chat #chabots https://t.co/FMcsCwvTTe,low,0,NA,NA,NA,0,0,und,,NA,NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">SEMrush Social Media Tool</a>",Glen Allen VA,NA,NA,45871162,SearchBlox,0,SearchBlox is an out-of-the-box AI-Driven Enterprise Search Solution built on Elasticsearch. It is fast to deploy and easy to manage.,http://www.searchblox.com/,http://pbs.twimg.com/profile_images/3291302860/cf98fa5a89baa212386bc5394126d1e4_normal.png,NA,NA,NA,14480,2406,5056,2441,201,NA,2009-06-09 16:11:52
19015,19015,1246770996801081344,1586088344,2020-04-05 12:05:44,jd71florez1,"RT @diegoandres_g: Muere el primer hombre por Coronavirus en BoyacГЎ рџћ y uno de los que llegГі al municipio de TogГјi (BoyacГЎ), contagioвЂ¦ https://t.co/jbtCypKEmY",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,931871718,Juan Florez Diaz,0,"Ambientalista, EcocД—ntrico, esperanzado en el desarrollo humano a escala humana.",,http://pbs.twimg.com/profile_images/1142780905926340608/t8QCdUov_normal.jpg,NA,NA,NA,5711,155,797,10191,0,NA,2012-11-07 11:53:59
43884,43884,1268876780485726208,1591358773,2020-06-05 12:06:13,LonepineRjr,"RT @CNBC: There's at least 133 coronavirus vaccines being tested around the world right now, according to the WHO. https://t.co/4HzIVsNLty",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,823302295,lonepine,0,"Registered Independent, University faculty. Fiscal conservative, social liberal - confuses me too. рџ‡єрџ‡ёвљ–пёЏ #truthseeker #Nevertrump NO LISTS",,http://pbs.twimg.com/profile_images/990469577548103680/f8mw7gQK_normal.jpg,NA,NA,NA,184359,867,319,69866,9,NA,2012-09-14 13:27:03
35883,35883,1257643449769250816,1588680538,2020-05-05 12:08:58,patiggr,RT @funder: BREAKING: The Trump Administration is blocking all coronavirus task force members and their deputies from testifyinвЂ¦ https://t.co/Fk73AUlsMi,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,920957959,Kathie L... #45needs25th,0,"i can't stand Maine's Collins nor Alaska's Murkowski....may 1000 igloos fall on both of them...if that offends you, don't follow me!",,http://pbs.twimg.com/profile_images/1250155239849820165/DfNhmu1v_normal.jpg,NA,NA,NA,9973,168,216,10158,0,NA,2012-11-02 12:45:07
7515,7515,1235537837879185408,1583410150,2020-03-05 12:09:10,girlzo18,RT @eNCA: [BREAKING NEWS] First #coronavirus case confirmed in South Africa https://t.co/9OQELofbLi,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,1283073008,ShareshneGovindasamy,0,,,http://pbs.twimg.com/profile_images/856046987564785665/nm64wkhm_normal.jpg,NA,NA,NA,644,55,73,797,0,NA,2013-03-20 11:53:28
32927,32927,1257642821487656960,1588680389,2020-05-05 12:06:29,spanishjohn191,RT @blunted_james: The rest of the worlds media are asking how the UK got their  Coronavirus response so wrong.   They donвЂ™t seem to tвЂ¦ https://t.co/Qwki6cgCbp,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Spain,NA,NA,1191432865537576960,spanishjohn19,0,live life...,,http://pbs.twimg.com/profile_images/1191433440433971201/g_ZEN4EP_normal.jpg,NA,NA,NA,2480,29,52,3488,0,NA,2019-11-04 19:12:06
15541,15541,1235538959255638016,1583410417,2020-03-05 12:13:37,mwchristie,You know somethingвЂ™s up when you start getting flyers from funeral directors. #coronavirus https://t.co/bhNjbyc7jE,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,517954037,Michael Christie,0,Fell off the jetway again,,http://pbs.twimg.com/profile_images/590225537811009537/2KqMWY8Q_normal.jpg,NA,NA,NA,18728,618,840,41874,6,NA,2012-03-07 21:30:47
49711,49711,1279748462003847168,1593950784,2020-07-05 12:06:24,RedPilledTradCa,RT @KamVTV: My parents friends went to get tested for coronavirus. They waited in line for two hours and then decided to leaveвЂ¦ https://t.co/jPtbbaVW8L,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,821341121167167488,SpongyAnon,0,Meh,,http://pbs.twimg.com/profile_images/1228046159438077953/Ik8529e4_normal.jpg,NA,NA,NA,11503,1205,2297,14830,1,NA,2017-01-17 12:59:17
44098,44098,1268876867462926336,1591358794,2020-06-05 12:06:34,briankanng,RT @LilithLovett: The coronavirus is FUCKED  https://t.co/2W8c3SI1ai,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,799633399996645376,thallie,0,{231118} give yourself time to grow. self-acceptance is a process,,http://pbs.twimg.com/profile_images/1255122305673580544/PbaIFdSg_normal.jpg,NA,NA,NA,22912,102,167,1829,1,NA,2016-11-18 15:20:33
22494,22494,1246771675586330624,1586088506,2020-04-05 12:08:26,joyeta_e,рџ‘©рџЏЅвЂЌвљ•пёЏ'When you talk to God': ABC anchor uses Pence's faith to question federal response to coronavirus https://t.co/KPaFf50My1,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Florida,NA,NA,818475238967099392,Joyeta E.Anderson,0,"рџ‘©рџЏЅвЂЌвљ•пёЏRetired RN, Midwife, Health Visitor, Case Manager. Proud American Citizenрџ—Ѕвљ–рџ‡Їрџ‡Ірџ‡¬рџ‡§рџ‡єрџ‡ё",,http://pbs.twimg.com/profile_images/1212894572847751168/1y-dPU40_normal.jpg,NA,NA,NA,130283,1791,3376,40923,9,NA,2017-01-09 15:11:18
34878,34878,1257643242377469952,1588680489,2020-05-05 12:08:09,sasio_alc,"En 2017 hubo 386 fallecidos por atropello en EspaГ±a. En 2 meses, hemos tenido 25.000 fallecidos por coronavirus. Es aproximadamente los muertos por atropello que se darГ­an en 65 aГ±os. Esta mujer es muy peligrosa.",low,NA,NA,NA,NA,0,0,es,,NA,1257631972194766848,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,240721041,The Passenger,0,Aterrizador. Ex-militar ex-menorquГ­n. Castefando.,,http://pbs.twimg.com/profile_images/3578180530/d54db0fa6266af5f781dbae220dd4e19_normal.jpeg,NA,NA,NA,42459,310,569,33019,11,NA,2011-01-20 15:52:38
15947,15947,1235539019611729920,1583410432,2020-03-05 12:13:52,Theresa73573030,"RT @nycsouthpaw: The coronavirus is not the zombie apocalypse. Odds are if youвЂ”a randomly selected personвЂ”get it, you will get pastвЂ¦ https://t.co/tfqyhnhZFB",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,986046507425193984,TheresaL,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,1197,7,556,15385,0,NA,2018-04-17 00:59:42
49923,49923,1279748596561215488,1593950816,2020-07-05 12:06:56,ThomasEBrown3,Donald Trump claims 99% of coronavirus cases are 'totally harmless' as US infections surge | US News | Sky News https://t.co/uDksasUjdH,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,756707037078233088,Thomas E. Brown,0,,,http://pbs.twimg.com/profile_images/854093200306434049/-rKmO9zQ_normal.jpg,NA,NA,NA,83402,200,1,7402,2,NA,2016-07-23 04:26:31
44045,44045,1268876847120605184,1591358789,2020-06-05 12:06:29,FABIOSALAZAR1,RT @QuinteroCalle: El diario @TheEconomist resalta el manejo que MedellГ­n ha dado a la pandemia causada por el coronavirus. https://t.co/OAgff1GQvc,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MedellГ­n, Colombia",NA,NA,120527624,El iluso,0,Arquitecto. Especialista en Derecho Urbano. U Rosario. MГЎs Uribista que Uribe.,,http://pbs.twimg.com/profile_images/1268713151127838720/zUCU_3uu_normal.jpg,NA,NA,NA,45957,4564,4930,143347,7,NA,2010-03-06 18:22:24
56507,56507,1290984091362496512,1596629567,2020-08-05 12:12:47,EgoInfinite,RT @th0tcouture: america is gonna have permanent coronavirus,low,NA,NA,NA,NA,0,0,ca,,NA,1290626349426671616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pompano Beach, FL",NA,NA,3088707478,Edge,0,Ya boi,,http://pbs.twimg.com/profile_images/1080992144519823360/YtxmlmTq_normal.jpg,NA,NA,NA,824,22,76,2841,0,NA,2015-03-12 11:59:19
32581,32581,1257642746199920640,1588680371,2020-05-05 12:06:11,mgonzov,RT @saladeprensa: AtrГ©vete a llevar tu diario anГ­mico https://t.co/hXOfd6DCiE #cuarentena #coronavirus,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,167970253,MG,0,Periodista,,http://pbs.twimg.com/profile_images/1256356623217569792/I9Dfytuu_normal.jpg,NA,NA,NA,119290,448,354,4140,11,NA,2010-07-18 01:30:43
1884,1884,1235537051300184064,1583409962,2020-03-05 12:06:02,hvitiserk,que homem lindo e higienizado   alex 10 x 0 coronavirus https://t.co/J5qX98RNmL,low,0,NA,NA,NA,0,0,pt,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rio de janeiro,NA,NA,983309941,natasha,0,soulmate @icalibrum,http://curiouscat.me/ubbe,http://pbs.twimg.com/profile_images/1235015480651456514/HK-uQ29w_normal.jpg,NA,NA,NA,211191,48,140,21097,25,NA,2012-12-01 20:44:32
55320,55320,1290983398731919360,1596629402,2020-08-05 12:10:02,Noticiasde_,PerГє supera los 20.000 fallecidos por coronavirus  https://t.co/SQuAUaPbkR vГ­a @Noticiasde_,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://www.noticiasde.com.ar/"" rel=""nofollow"">NoticiasDeOK</a>","Buenos Aires, Argentina",NA,NA,1086254727686443008,Noticias de,0,Noticias de Гєltimo momento,http://www.noticiasde.com.ar,http://pbs.twimg.com/profile_images/1086255081140428800/_Lj3DVFZ_normal.jpg,NA,NA,NA,115612,209,298,2,6,NA,2019-01-18 13:31:23
4088,4088,1235537361699622912,1583410036,2020-03-05 12:07:16,octopusscity,RT @RepJimBanks: .@Apple is 100% reliant on China to produce its most popular products. Bc/ of #coronavirus the tech giant is learniвЂ¦ https://t.co/xxO2L14ZJe,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,1196174427265757184,octopusscity,0,,,http://pbs.twimg.com/profile_images/1199127712956329985/jWFJaV3e_normal.jpg,NA,NA,NA,9097,99,56,8532,1,NA,2019-11-17 21:13:17
51122,51122,1279749361975640064,1593950999,2020-07-05 12:09:59,Kedailynews,"Speaker Justin Muturi says only two MPs tested positive for coronavirus, not six https://t.co/72Ljo3MrSd",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",,NA,NA,1262655195626045440,Kenyandaily,0,Welcome to Kenyan DailyВ® on Twitter - a hub for conversation about news and ideas. Like our page and connect with KD journalists and readers.,http://Kenyandaily.co.ke,http://pbs.twimg.com/profile_images/1276789443643441157/fdXEhw18_normal.jpg,NA,NA,NA,999,7,5,0,0,NA,2020-05-19 08:04:07
30797,30797,1246773263960694784,1586088884,2020-04-05 12:14:44,stupidbiss,RT @axshh_: Page 96 of 366.  few days more before Ramadan. i really hope Coronavirus could end before Ramadan. so we all can goвЂ¦ https://t.co/msc5BbKxvm,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",his heart в™Ў,NA,NA,1238860315715973120,iiffaahh,0,new acc so yeah,http://www.instagram.com/iffaaahhhh._,http://pbs.twimg.com/profile_images/1238860604971991040/ieXGwdAL_normal.jpg,NA,NA,NA,2443,28,37,2630,0,NA,2020-03-14 16:11:44
640,640,1235536877400158208,1583409921,2020-03-05 12:05:21,Cameli_cameli,#coronavirus e limiti al #Brennero: economia all'angolo. Adesso stop ai divieti imposti dall'#Austria ai nostri Tir.  Tutti i dati nel Focus che abbiamo diramato oggi: https://t.co/4ravKvDqoNвЂ¦  @mitgov @MISE_GOV @ansaeuropa @ida_baldi @Confcommercio,low,0,NA,NA,NA,0,0,it,,NA,1235535901381414912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Italia,NA,NA,1308124039,Celestino Cameli,0,Segretario Regionale Fai Marche Federazione Autotrasportatori Italiani @conftrasporto http://www.conftrasporto.it @confcommercio @mitgov,http://www.faimarche.com,http://pbs.twimg.com/profile_images/1047253120500285441/qgrLGPTE_normal.jpg,NA,NA,NA,214,39,176,83,0,NA,2013-03-27 17:37:55
41565,41565,1257644650174742528,1588680825,2020-05-05 12:13:45,SOwsnett,RT @RC_Garrioch: *Now* can we talk about the travesty of Boris Johnson's government in its handling of coronavirus? It's negligenceвЂ¦ https://t.co/7svenKJ2Wg,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Caithness,NA,NA,1128993929674788864,Sandрџ¦„рџЏіпёЏвЂЌрџЊ€,0,Non Binary | Trans Ally | They / Them | Trade Union rep | Green | Volunteer radio presenter | Views my own etc.,,http://pbs.twimg.com/profile_images/1254749008980934657/gs-xQaU5_normal.png,NA,NA,NA,2655,119,165,9961,1,NA,2019-05-16 12:01:43
17659,17659,1235539254098268160,1583410488,2020-03-05 12:14:48,BlackMenin,"RT @sebastianbou: #coronavirus  Consuman todas las noticias apocalГ­pticas que nutren su morbo. Pero no dejen de lavarse las manos, leвЂ¦ https://t.co/YEff6q7lyl",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,1417097419,Keyser SГ¶ze,0,"Trabajar en un paГ­s donde se devaluГі el esfuerzo y se sublimГі la picardГ­a, no es fГЎcil. Por un estado chico y eficiente, sin peronismo, sin populismo!!",,http://pbs.twimg.com/profile_images/1224176486925701120/_19SJR_z_normal.jpg,NA,NA,NA,5522,249,231,3876,0,NA,2013-05-10 03:40:45
52051,52051,1279749944451137536,1593951138,2020-07-05 12:12:18,marinerrach,"RT @Weinsteinlaw: On a day where Florida shattered its previous record for new coronavirus cases, it would be a real shame if this clвЂ¦ https://t.co/xuqIZ1tN1u",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Boston, MA",NA,NA,2418198380,Beantown Hawk,0,"Seattle transplant to Boston since way too long, Seahawks/Mariners twitter lurker, Ursua devotee, supports RW's goofballism, and precision oncology professional",,http://pbs.twimg.com/profile_images/1070347386617122817/8kuL2Ahy_normal.jpg,NA,NA,NA,546,6,116,5316,0,NA,2014-03-30 00:45:32
42640,42640,1257644880274370560,1588680880,2020-05-05 12:14:40,SalehAlBatati1,"Meanwhile, not a single #coronavirus  case officially reported yet in areas under #Houthis control !!!",low,NA,NA,NA,NA,0,0,en,,NA,1257642565442011136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hadhramout-Aden-Oxford,NA,NA,570391449,Saleh al-Batati ШµШ§Щ„Ш­ Ш§Щ„ШЁШ·Ш§Ш·ЩЉ,0,"Freelance journalist,Yemen. @risj_oxford fellow. @newsemmys winner 2019. Bylines: @TheYemenTimes , @AJenglish , @WSJ. skalbatati2010@gmail.com",https://muckrack.com/saleh-al-batati/articles,http://pbs.twimg.com/profile_images/1227745356999516161/628-Z006_normal.jpg,NA,NA,NA,3447,2709,1217,1277,101,NA,2012-05-03 21:42:32
33828,33828,1257643006292787200,1588680433,2020-05-05 12:07:13,shellygrace75,"RT @Warriors4US2020: @prayingmedic Of course the alleged ""new"" $1,000 CHINESE-Wuhan-Coronavirus ""cure"" Remdesivir is utter TRASH. FauciвЂ¦ https://t.co/GvABNze0IZ",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,786929797419106304,Shelly Uscinski,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,4348,34,104,12975,0,NA,2016-10-14 14:00:59
41204,41204,1257644574501154816,1588680807,2020-05-05 12:13:27,KarenWe44853431,"RT @Amy_Siskind: Fauci contradicts Trump, telling National Geographic: there is  ""no scientific evidence the coronavirus was made inвЂ¦ https://t.co/BWBKpR94Cy",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,823351367443980288,Karen Weber,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,136315,328,203,97081,1,NA,2017-01-23 02:07:17
8141,8141,1235537923036114944,1583410170,2020-03-05 12:09:30,SangariTee,RT @VOANews: How to Lower Coronavirus Anxiety  https://t.co/pWqv75TQg0,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,3920144601,the base_god,0,Pseudo Rennaisance Man,http://www.thecreatures.net,http://pbs.twimg.com/profile_images/1114088637929488384/U3S_5pjq_normal.jpg,NA,NA,NA,6890,416,667,2612,22,NA,2015-10-10 17:22:13
51673,51673,1279749715245117440,1593951083,2020-07-05 12:11:23,PatricioLambert,RT @CasaRosada: EN VIVO | Reporte diario desde el Ministerio de Salud - Nuevo coronavirus COVID-19 https://t.co/bsmhRAoKke,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tierra del Fuego AntГЎrtida e I,NA,NA,2265471129,Patricio Lambert,0,"рџ‡¦рџ‡·Argentino PeronistaвњЊрџЏїConciliador, Patagonico por Adopcion, Hincha de River. Ex Secretario de RR.II (2015-2019) Gobierno de Tierra del Fuego AIAS",,http://pbs.twimg.com/profile_images/1279151992003276806/4ue4kqqP_normal.jpg,NA,NA,NA,9605,985,385,11715,14,NA,2014-01-06 16:28:56
50825,50825,1279749153011011584,1593950949,2020-07-05 12:09:09,moolyaglobal,RT @Indsamachar: Sweden : SwedenвЂ™s prime minister orders an inquiry into the failure of the countryвЂ™s no-lockdown coronavirus strateвЂ¦ https://t.co/HOw0HRbBph,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,882842328523603968,moolya,0,"#moolya is where #ideators, #startups, #funders, #companies, service providers and #institutions converge, collaborate, synergize and prosper together.",https://www.moolya.global,http://pbs.twimg.com/profile_images/1255718905135296512/NVIepXK0_normal.jpg,NA,NA,NA,6926,455,229,7260,1,NA,2017-07-06 06:03:08
38871,38871,1257644083444543488,1588680690,2020-05-05 12:11:30,cjvilalta,RT @Amparo35l: Iglesias engorda su Ministerio con tres nuevos cargos 'a dedo' en plena crisis del coronavirus: https://t.co/sXUfKcaATO,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Mexico,NA,NA,2337699847,Carlos Vilalta .вЂў.,0,GeografГ­a y criminologГ­a. Vedanta Advaita. Soy doctor y maestro en Estudios Urbanos - Portland State University y El Colegio de MГ©xico. SNI-3.,http://www.geocrimen.com,http://pbs.twimg.com/profile_images/996567086762672128/MS-wRGU3_normal.jpg,NA,NA,NA,21644,2112,974,49177,34,NA,2014-02-11 03:49:40
16189,16189,1235539053535039488,1583410440,2020-03-05 12:14:00,CNNEPrensa,El paciente argentino con coronavirus grabГі un video mientras estaba en su habitaciГіn en cuarentena. Este fue el pedido especial que realizГі. https://t.co/qjC4vaXcH1,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Atlanta, GA",NA,NA,260894276,CNN en EspaГ±ol - PR,1,Bienvenidos a su conexiГіn con el equipo de Relaciones PГєblicas de CNN en EspaГ±ol. Todas las novedades de la cadena de noticias aquГ­. Vive la Noticia!,http://www.cnne.com,http://pbs.twimg.com/profile_images/931607242507292672/eaXUjOEW_normal.jpg,NA,NA,NA,102332,308792,1096,543,1593,NA,2011-03-04 20:47:20
11443,11443,1235538390826786816,1583410282,2020-03-05 12:11:22,spilooph,RT @Blayofficial: And on todayвЂ™s episode of Londoners battling Coronavirus.. https://t.co/8mKlgjtKc9,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",au toilettes,NA,NA,1020771439463550976,un S zГЁbre,0,surdouГ©e Г  mes heures perdu,,http://pbs.twimg.com/profile_images/1232968708710117376/ovWnywAR_normal.jpg,NA,NA,NA,12067,44,53,25181,1,NA,2018-07-21 20:44:10
22025,22025,1246771584079036416,1586088484,2020-04-05 12:08:04,1730403,RT @todayng: Coronavirus claims another life in Nigeria as confirmed cases hit 224 https://t.co/w054LIoaYC,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,NA,NA,1204534025983012864,Wale D,0,,,http://pbs.twimg.com/profile_images/1204534909425065985/lH7tKULg_normal.jpg,NA,NA,NA,37747,24,2,0,0,NA,2019-12-10 22:51:23
2292,2292,1235537107596296192,1583409976,2020-03-05 12:06:16,imsuchabetsy,"RT @NCStinn: Scientists: you should wash your hands because of Coronavirus.  People: I'm gonna stop flying, hoard masks, work frвЂ¦ https://t.co/dhSKvJJEpu",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Atlanta, GA",NA,NA,107238787,Betsy Prueter,0,not all who wander are aimless.,,http://pbs.twimg.com/profile_images/1363825864/DSC00068_normal.JPG,NA,NA,NA,529,86,316,1288,0,NA,2010-01-21 23:18:18
8848,8848,1235538022218620928,1583410194,2020-03-05 12:09:54,fiquant,"JAPAN REPORTS SEVEN NEW CORONAVIRUS INFECTIONS IN NAGOYA - KYODO every 10 minutes new infections reported.. Egypt, South Africa, Switzerland, Korea...",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Global,NA,NA,175323805,Quantitative Trading,0,"FX/EQ/FI, trading experience 13 years. PhD",,http://pbs.twimg.com/profile_images/3314133258/704f0fde956028267e95d1a75334a2f3_normal.jpeg,NA,NA,NA,20174,7093,1545,997,299,NA,2010-08-06 08:26:05
50647,50647,1279749034035548160,1593950920,2020-07-05 12:08:40,ESBXM,RT @GeoffRBennett: NEW: 'We need to live with it': White House readies new message for the nation on coronavirus https://t.co/KsVb76v1cd,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","New Jersey, USA",NA,NA,2389062687,Xavierв™ђпёЏ,0,20 | ENTJ | Discord:Xavier#0899 |,,http://pbs.twimg.com/profile_images/1279223053277450240/FPZl1W6-_normal.jpg,NA,NA,NA,22273,944,1997,106881,26,NA,2014-03-06 19:11:46
53554,53554,1290982339934392320,1596629149,2020-08-05 12:05:49,Thomas_SmithX,RT @MirrorMoney: Betting giant William Hill to close 119 stores in latest coronavirus high street blow https://t.co/8IVEFhz5yX https://t.co/CvGokrjHlP,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Budapest, Hungary",NA,NA,929453312180711424,Thomas Smith,0,рџ‡єрџ‡ёрџЌЌрџ‡Єрџ‡єрџЏіпёЏвЂЌрџЊ€рџ‡¬рџ‡§,https://about.me/thomas_s,http://pbs.twimg.com/profile_images/975129681337909248/y1YKAT8F_normal.jpg,NA,NA,NA,49134,1024,1134,259453,6,NA,2017-11-11 20:58:32
